Sr. No.,Company Name,"Market capitalization as on March 28, 2024(In lakhs)",Rank,Symbol
392,HBL Power Systems Limited,"12,58,465.05",392,HBLPOWER.NS
393,WESTLIFE FOODWORLD LIMITED,"12,54,428.48",393,WESTLIFE.NS
394,Ramkrishna Forgings Limited,"12,49,615.34",394,RKFORGE.NS
395,Kirloskar Oil Engines Limited,"12,45,822.67",395,KIRLOSENG.NS
396,TITAGARH RAIL SYSTEMS LIMITED,"12,37,651.93",396,TITAGARH.NS
397,Fine Organic Industries Limited,"12,37,084.04",397,FINEORG.NS
398,Amber Enterprises India Limited,"12,32,415.60",398,AMBER.NS
399,Bikaji Foods International Limited,"12,27,999.40",399,BIKAJI.NS
400,Sterling and Wilson Renewable Energy Limited,"12,19,488.06",400,SWSOLAR.NS
401,Raymond Limited,"12,03,852.78",401,RAYMOND.NS
402,Indian Energy Exchange Limited,"11,97,989.19",402,IEX.NS
403,Sun Pharma Advanced Research Company Limited,"11,95,131.87",403,SPARC.NS
404,Graphite India Limited,"11,79,189.40",404,GRAPHITE.NS
405,Supreme Petrochem Limited,"11,74,224.16",405,SPLPETRO.NS
406,Railtel Corporation Of India Limited,"11,67,413.46",406,RAILTEL.NS
407,Ingersoll Rand (India) Limited,"11,61,812.89",407,INGERRAND.NS
408,eClerx Services Limited,"11,60,577.35",408,ECLERX.NS
409,Juniper Hotels Limited,"11,51,561.09",409,JUNIPER.NS
410,Eris Lifesciences Limited,"11,47,194.50",410,ERIS.NS
411,RHI MAGNESITA INDIA LIMITED,"11,41,230.13",411,RHIM.NS
412,Engineers India Limited,"11,35,044.57",412,ENGINERSIN.NS
413,Maharashtra Seamless Limited,"11,33,834.67",413,MAHSEAMLES.NS
414,Happiest Minds Technologies Limited,"11,33,533.69",414,HAPPSTMNDS.NS
415,JK Tyre & Industries Limited,"11,26,456.44",415,JKTYRE.NS
416,Tejas Networks Limited,"11,20,377.87",416,TEJASNET.NS
417,PNC Infratech Limited,"11,19,408.65",417,PNCINFRA.NS
418,Newgen Software Technologies Limited,"11,14,383.75",418,NEWGEN.NS
419,INOX India Limited,"11,09,719.93",419,INOXINDIA.NS
420,Tanla Platforms Limited,"11,02,167.47",420,TANLA.NS
421,Birla Corporation Limited,"10,96,325.13",421,BIRLACORPN.NS
422,Bombay Burmah Trading Corporation Limited,"10,93,848.96",422,BBTC.NS
423,Gujarat Mineral Development Corporation Limited,"10,93,761.00",423,GMDCLTD.NS
424,Nuvoco Vistas Corporation Limited,"10,93,612.14",424,NUVOCO.NS
425,Akzo Nobel India Limited,"10,85,999.87",425,AKZOINDIA.NS
426,CEAT Limited,"10,85,033.27",426,CEATLTD.NS
427,Reliance Power Limited,"10,76,659.19",427,RPOWER.NS
428,Reliance Infrastructure Limited,"10,73,317.47",428,RELINFRA.NS
429,Godawari Power And Ispat limited,"10,67,376.39",429,GPIL.NS
430,Elecon Engineering Company Limited,"10,64,497.17",430,ELECON.NS
431,Anant Raj Limited,"10,61,666.84",431,ANANTRAJ.NS
432,Electrosteel Castings Limited,"10,59,586.55",432,ELECTCAST.NS
433,D B Realty Limited,"10,55,949.44",433,DBREALTY.NS
434,Equitas Small Finance Bank Limited,"10,50,338.18",434,EQUITASBNK.NS
435,Kfin Technologies Limited,"10,48,565.58",435,KFINTECH.NS
436,Bajaj Electricals Limited,"10,45,577.20",436,BAJAJELEC.NS
437,Latent View Analytics Limited,"10,45,477.31",437,LATENTVIEW.NS
438,Jaiprakash Power Ventures Limited,"10,45,152.47",438,JPPOWER.NS
439,Granules India Limited,"10,42,549.03",439,GRANULES.NS
440,Aavas Financiers Limited,"10,41,201.53",440,AAVAS.NS
441,Aether Industries Limited,"10,35,217.63",441,AETHER.NS
442,UTI Asset Management Company Limited,"10,34,577.54",442,UTIAMC.NS
443,Lemon Tree Hotels Limited,"10,34,277.76",443,LEMONTREE.NS
444,JK Lakshmi Cement Limited,"10,30,436.77",444,JKLAKSHMI.NS
445,Gujarat Pipavav Port Limited,"10,27,551.53",445,GPPL.NS
446,Sheela Foam Limited,"10,25,776.81",446,SFL.NS
447,PCBL LIMITED,"10,10,467.39",447,PCBL.NS
448,C.E. Info Systems Limited,"10,07,847.75",448,MAPMYINDIA.NS
449,ROUTE MOBILE LIMITED,"10,06,029.25",449,ROUTE.NS
450,Can Fin Homes Limited,"10,02,583.98",450,CANFINHOME.NS
451,City Union Bank Limited,"10,01,018.08",451,CUB.NS
452,Sapphire Foods India Limited,"9,99,490.43",452,SAPPHIRE.NS
453,Caplin Point Laboratories Limited,"9,98,899.76",453,CAPLIPOINT.NS
454,Minda Corporation Limited,"9,98,634.77",454,MINDACORP.NS
455,MMTC Limited,"9,96,750.00",455,MMTC.NS
456,PTC Industries Limited,"9,95,631.98",456,PTCIL.NS
457,IFCI Limited,"9,87,131.90",457,IFCI.NS
458,Praj Industries Limited,"9,79,631.85",458,PRAJIND.NS
459,Voltamp Transformers Limited,"9,78,421.62",459,VOLTAMP.NS
460,Shipping Corporation Of India Limited,"9,72,588.33",460,SCI.NS
461,Usha Martin Limited,"9,69,840.71",461,USHAMART.NS
462,EID Parry India Limited,"9,68,713.49",462,EIDPARRY.NS
463,RattanIndia Enterprises Limited,"9,56,530.56",463,RTNINDIA.NS
464,Anupam Rasayan India Limited,"9,55,631.33",464,ANURAS.NS
465,Glenmark Life Sciences Limited,"9,51,607.28",465,GLS.NS
466,DOMS Industries Limited,"9,50,210.40",466,DOMS.NS
467,Infibeam Avenues Limited,"9,47,425.84",467,INFIBEAM.NS
468,FORCE MOTORS LTD,"9,44,104.29",468,FORCEMOT.NS
469,Zydus Wellness Limited,"9,38,955.92",469,ZYDUSWELL.NS
470,Star Cement Limited,"9,38,482.18",470,STARCEMENT.NS
471,Godrej Agrovet Limited,"9,36,066.90",471,GODREJAGRO.NS
472,TTK Prestige Limited,"9,30,515.92",472,TTKPRESTIG.NS
473,Alkyl Amines Chemicals Limited,"9,27,308.62",473,ALKYLAMINE.NS
474,Gujarat Narmada Valley Fertilizers and Chemicals Limited,"9,18,526.21",474,GNFC.NS
475,KPI Green Energy Limited,"9,18,104.12",475,KPIGREEN.NS
476,Craftsman Automation Limited,"9,11,665.49",476,CRAFTSMAN.NS
477,Mahindra Lifespace Developers Limited,"9,09,585.65",477,MAHLIFE.NS
478,Redtape Limited,"9,09,299.40",478,REDTAPE.NS
479,Jubilant Pharmova Limited,"9,07,743.21",479,JUBLPHARMA.NS
480,Netweb Technologies India Limited,"9,06,165.88",480,NETWEB.NS
481,Network18 Media & Investments Limited,"9,02,469.62",481,NETWORK18.NS
482,Prism Johnson Limited,"8,98,994.85",482,PRSMJOHNSN.NS
483,Metropolis Healthcare Limited,"8,82,946.18",483,METROPOLIS.NS
484,Cera Sanitaryware Limited,"8,82,123.40",484,CERA.NS
485,SBFC Finance Limited,"8,78,290.38",485,SBFC.NS
486,Garden Reach Shipbuilders & Engineers Limited,"8,75,979.14",486,GRSE.NS
487,Kirloskar Brothers Limited,"8,69,567.44",487,KIRLOSBROS.NS
488,Ujjivan Small Finance Bank Limited,"8,67,732.13",488,UJJIVANSFB.NS
489,Shriram Pistons & Rings Limited,"8,63,662.87",489,SHRIPISTON.NS
490,Shree Renuka Sugars Limited,"8,45,010.44",490,RENUKA.NS
491,Rategain Travel Technologies Limited,"8,44,618.76",491,RATEGAIN.NS
492,Wockhardt Limited,"8,44,086.08",492,WOCKPHARMA.NS
493,Safari Industries (India) Limited,"8,41,600.20",493,SAFARI.NS
494,Happy Forgings Limited,"8,38,235.04",494,HAPPYFORGE.NS
495,Techno Electric & Engineering Company Limited,"8,30,549.78",495,TECHNOE.NS
496,Shoppers Stop Limited,"8,30,118.70",496,SHOPERSTOP.NS
497,Indiabulls Housing Finance Limited,"8,28,798.45",497,IBULHSGFIN.NS
498,Syrma SGS Technology Limited,"8,26,480.97",498,SYRMA.NS
499,Tega Industries Limited,"8,25,771.99",499,TEGA.NS
500,Archean Chemical Industries Limited,"8,25,525.72",500,ACI.NS
501,Medplus Health Services Limited,"8,22,234.92",501,MEDPLUS.NS
502,Maharashtra Scooters Limited,"8,19,468.33",502,MAHSCOOTER.NS
503,Neuland Laboratories Limited,"8,11,124.83",503,NEULANDLAB.NS
504,Azad Engineering Limited,"8,08,577.07",504,AZAD.NS
505,Esab India Limited,"8,08,449.11",505,ESABINDIA.NS
506,Galaxy Surfactants Limited,"8,05,266.05",506,GALAXYSURF.NS
507,Zen Technologies Limited,"8,03,883.35",507,ZENTEC.NS
508,JSW Holdings Limited,"8,00,532.70",508,JSWHL.NS
509,TV18 Broadcast Limited,"7,95,463.11",509,TV18BRDCST.NS
510,Home First Finance Company India Limited,"7,94,698.15",510,HOMEFIRST.NS
511,Mahindra Holidays & Resorts India Limited,"7,92,126.83",511,MHRIL.NS
512,Power Mech Projects Limited,"7,92,067.16",512,POWERMECH.NS
513,The Karnataka Bank Limited,"7,89,691.86",513,KTKBANK.NS
514,Jupiter Life Line Hospitals Limited,"7,84,497.45",514,JLHL.NS
515,Mastek Limited,"7,84,123.90",515,MASTEK.NS
516,Procter & Gamble Health Limited,"7,81,814.29",516,PGHL.NS
517,Thomas Cook  (India)  Limited,"7,80,831.73",517,THOMASCOOK.NS
518,CCL Products (India) Limited,"7,79,942.69",518,CCL.NS
519,Gujarat State Fertilizers & Chemicals Limited,"7,79,621.29",519,GSFC.NS
520,Rajesh Exports Limited,"7,78,157.62",520,RAJESHEXPO.NS
521,Quess Corp Limited,"7,72,842.83",521,QUESS.NS
522,Varroc Engineering Limited,"7,69,814.28",522,VARROC.NS
523,Tamilnad Mercantile Bank Limited,"7,68,954.66",523,TMB.NS
524,Man Infraconstruction Limited,"7,58,650.20",524,MANINFRA.NS
525,Easy Trip Planners Limited,"7,58,433.38",525,EASEMYTRIP.NS
526,VIP Industries Limited,"7,45,907.75",526,VIPIND.NS
527,ION Exchange (India) Limited,"7,43,086.28",527,IONEXCHANG.NS
528,Responsive Industries Limited,"7,40,371.93",528,RESPONIND.NS
529,Mishra Dhatu Nigam Limited,"7,38,587.95",529,MIDHANI.NS
530,Electronics Mart India Limited,"7,36,986.25",530,EMIL.NS
531,Gujarat Ambuja Exports Limited,"7,33,185.05",531,GAEL.NS
532,Balrampur Chini Mills Limited,"7,30,231.39",532,BALRAMCHIN.NS
533,Strides Pharma Science Limited,"7,21,137.06",533,STAR.NS
534,Jubilant Ingrevia Limited,"7,21,065.72",534,JUBLINGREA.NS
535,Sarda Energy & Minerals Limited,"7,14,805.41",535,SARDAEN.NS
536,JM Financial Limited,"7,13,812.99",536,JMFINANCIL.NS
537,The South Indian Bank Limited,"7,12,839.91",537,SOUTHBANK.NS
538,HEG Limited,"7,11,720.43",538,HEG.NS
539,Chemplast Sanmar Limited,"7,11,493.08",539,CHEMPLASTS.NS
540,Arvind Limited,"7,07,579.62",540,ARVIND.NS
541,Rashtriya Chemicals and Fertilizers Limited,"7,07,539.99",541,RCF.NS
542,NAVA LIMITED,"7,04,681.25",542,NAVA.NS
543,Allcargo Logistics Limited,"7,03,671.98",543,ALLCARGO.NS
544,Indo Count Industries Limited,"7,01,310.42",544,ICIL.NS
545,Inox Wind Energy Limited,"6,99,512.21",545,IWEL.NS
546,KNR Constructions Limited,"6,92,680.82",546,KNRCON.NS
547,FDC Limited,"6,91,780.05",547,FDC.NS
548,Religare Enterprises Limited,"6,89,941.53",548,RELIGARE.NS
549,Gravita India Limited,"6,89,516.17",549,GRAVITA.NS
550,Keystone Realtors Limited,"6,88,966.65",550,RUSTOMJEE.NS
551,Marksans Pharma Limited,"6,88,545.14",551,MARKSANS.NS
552,NIIT Learning Systems Limited,"6,85,828.36",552,NIITMTS.NS
553,Ahluwalia Contracts (India) Limited,"6,84,210.94",553,AHLUCONT.NS
554,Just Dial Limited,"6,82,980.95",554,JUSTDIAL.NS
555,Triveni Engineering & Industries Limited,"6,80,991.58",555,TRIVENI.NS
556,TVS Supply Chain Solutions Limited,"6,79,605.91",556,TVSSCS.NS
557,Garware Technical Fibres Limited,"6,77,604.69",557,GARFIBRES.NS
558,Vesuvius India Limited,"6,73,200.68",558,VESUVIUS.NS
559,Saregama India Limited,"6,69,723.76",559,SAREGAMA.NS
560,Dilip Buildcon Limited,"6,68,056.20",560,DBL.NS
561,India Shelter Finance Corporation Limited,"6,67,784.99",561,INDIASHLTR.NS
562,Blue Jet Healthcare Limited,"6,64,199.11",562,BLUEJET.NS
563,Balaji Amines Limited,"6,62,681.45",563,BALAMINES.NS
564,Isgec Heavy Engineering Limited,"6,60,221.47",564,ISGEC.NS
565,Avanti Feeds Limited,"6,59,769.46",565,AVANTIFEED.NS
566,The India Cements Limited,"6,58,221.65",566,INDIACEM.NS
567,Mrs. Bectors Food Specialities Limited,"6,55,638.38",567,BECTORFOOD.NS
568,Campus Activewear Limited,"6,54,773.63",568,CAMPUS.NS
569,LT Foods Limited,"6,51,620.15",569,LTFOODS.NS
570,Vijaya Diagnostic Centre Limited,"6,51,532.68",570,VIJAYA.NS
571,Go Fashion (India) Limited,"6,50,916.28",571,GOCOLORS.NS
572,BOROSIL RENEWABLES LIMITED,"6,49,751.87",572,BORORENEW.NS
573,Laxmi Organic Industries Limited,"6,48,636.41",573,LXCHEM.NS
574,Greenlam Industries Limited,"6,44,949.60",574,GREENLAM.NS
575,Deepak Fertilizers and Petrochemicals Corporation Limited,"6,36,364.88",575,DEEPAKFERT.NS
576,CMS Info Systems Limited,"6,35,830.89",576,CMSINFO.NS
577,KRBL Limited,"6,34,826.12",577,KRBL.NS
578,Ethos Limited,"6,33,419.22",578,ETHOSLTD.NS
579,Texmaco Rail & Engineering Limited,"6,31,741.47",579,TEXRAIL.NS
580,Transport Corporation of India Limited,"6,30,972.74",580,TCI.NS
581,Indiabulls Real Estate Limited,"6,28,072.55",581,IBREALEST.NS
582,Jindal Worldwide Limited,"6,26,826.77",582,JINDWORLD.NS
583,eMudhra Limited,"6,26,801.81",583,EMUDHRA.NS
584,PDS Limited,"6,24,429.46",584,PDSL.NS
585,Ganesh Housing Corporation Limited,"6,17,523.09",585,GANESHHOUC.NS
586,CSB Bank Limited,"6,15,007.26",586,CSBBANK.NS
587,Share India Securities Limited,"6,12,355.17",587,SHAREINDIA.NS
588,IFB Industries Limited,"6,10,192.81",588,IFBIND.NS
589,Prince Pipes And Fittings Limited,"6,07,256.73",589,PRINCEPIPE.NS
590,Vaibhav Global Limited,"6,03,365.87",590,VAIBHAVGBL.NS
591,Arvind Fashions Limited,"6,02,431.94",591,ARVINDFASN.NS
592,Edelweiss Financial Services Limited,"5,99,772.27",592,EDELWEISS.NS
593,Senco Gold Limited,"5,99,436.52",593,SENCO.NS
594,Spandana Sphoorty Financial Limited,"5,99,290.67",594,SPANDANA.NS
595,Indigo Paints Limited,"5,98,405.32",595,INDIGOPNTS.NS
596,Genus Power Infrastructures Limited,"5,93,340.07",596,GENUSPOWER.NS
597,Symphony Limited,"5,92,920.55",597,SYMPHONY.NS
598,H.G. Infra Engineering Limited,"5,92,340.23",598,HGINFRA.NS
599,TIPS Industries Limited,"5,91,597.09",599,TIPSINDLTD.NS
600,SIS LIMITED,"5,89,730.85",600,SIS.NS
601,Mstc Limited,"5,85,516.80",601,MSTCLTD.NS
602,Nesco Limited,"5,85,346.12",602,NESCO.NS
603,Sanghvi Movers Limited,"5,85,297.05",603,SANGHVIMOV.NS
604,Sandur Manganese & Iron Ores Limited,"5,82,353.57",604,SANDUMA.NS
605,Ujjivan Financial Services Limited,"5,80,182.11",605,UJJIVAN.NS
606,ITD Cementation India Limited,"5,73,770.53",606,ITDCEM.NS
607,Cyient DLM Limited,"5,71,321.32",607,CYIENTDLM.NS
608,EPL Limited,"5,70,955.75",608,EPL.NS
609,Suprajit Engineering Limited,"5,70,618.92",609,SUPRAJIT.NS
610,Sunteck Realty Limited,"5,70,564.60",610,SUNTECK.NS
611,Hemisphere Properties India Limited,"5,69,857.50",611,HEMIPROP.NS
612,MOIL Limited,"5,66,808.06",612,MOIL.NS
613,Time Technoplast Limited,"5,66,528.41",613,TIMETECHNO.NS
614,Astra Microwave Products Limited,"5,66,299.50",614,ASTRAMICRO.NS
615,Transformers And Rectifiers (India) Limited,"5,64,054.94",615,TRIL.NS
616,Wonderla Holidays Limited,"5,62,169.07",616,WONDERLA.NS
617,ASK Automotive Limited,"5,61,067.84",617,ASKAUTOLTD.NS
618,LLOYDS ENGINEERING WORKS LIMITED,"5,60,134.39",618,LLOYDSENGG.NS
619,GMM Pfaudler Limited,"5,55,626.33",619,GMMPFAUDLR.NS
620,Surya Roshni Limited,"5,53,012.81",620,SURYAROSNI.NS
621,VST Industries Limited,"5,51,276.54",621,VSTIND.NS
622,PTC India Limited,"5,50,427.47",622,PTC.NS
623,JK Paper Limited,"5,46,237.86",623,JKPAPER.NS
624,Sansera Engineering Limited,"5,45,690.99",624,SANSERA.NS
625,Choice International Limited,"5,45,102.19",625,CHOICEIN.NS
626,Aurionpro Solutions Limited,"5,45,065.10",626,AURIONPRO.NS
627,Paisalo Digital Limited,"5,44,214.65",627,PAISALO.NS
628,India Tourism Development Corporation Limited,"5,41,676.65",628,ITDC.NS
629,Hindustan Foods Limited,"5,41,359.09",629,HNDFDS.NS
630,Paradeep Phosphates Limited,"5,40,987.00",630,PARADEEP.NS
631,Kesoram Industries Limited,"5,31,660.57",631,KESORAMIND.NS
632,Hindustan Construction Company Limited,"5,30,790.82",632,HCC.NS
633,Orchid Pharma Limited,"5,29,938.57",633,ORCHPHARMA.NS
634,Jamna Auto Industries Limited,"5,27,599.98",634,JAMNAAUTO.NS
635,ICRA Limited,"5,25,422.67",635,ICRA.NS
636,R Systems International Limited,"5,22,428.01",636,RSYSTEMS.NS
637,Prudent Corporate Advisory Services Limited,"5,19,550.32",637,PRUDENT.NS
638,Mtar Technologies Limited,"5,17,914.61",638,MTARTECH.NS
639,Utkarsh Small Finance Bank Limited,"5,16,697.54",639,UTKARSHBNK.NS
640,Rain Industries Limited,"5,06,872.94",640,RAIN.NS
641,Dynamatic Technologies Limited,"5,06,444.70",641,DYNAMATECH.NS
642,Jai Corp Limited,"5,04,744.16",642,JAICORPLTD.NS
643,Restaurant Brands Asia Limited,"5,02,573.71",643,RBA.NS
644,Gateway Distriparks Limited,"5,00,892.95",644,GATEWAY.NS
645,Puravankara Limited,"4,97,421.47",645,PURVA.NS
646,Gujarat Alkalies and Chemicals Limited,"4,94,616.98",646,GUJALKALI.NS
647,Nazara Technologies Limited,"4,92,286.65",647,NAZARA.NS
648,Rallis India Limited,"4,87,144.57",648,RALLIS.NS
649,VRL Logistics Limited,"4,86,198.42",649,VRLLOG.NS
650,Gabriel India Limited,"4,79,555.29",650,GABRIEL.NS
651,Dodla Dairy Limited,"4,77,815.90",651,DODLA.NS
652,J.Kumar Infraprojects Limited,"4,77,487.18",652,JKIL.NS
653,Rolex Rings Limited,"4,76,174.46",653,ROLEXRINGS.NS
654,VA Tech Wabag Limited,"4,74,792.82",654,WABAG.NS
655,Pricol Limited,"4,74,606.55",655,PRICOLLTD.NS
656,Healthcare Global Enterprises Limited,"4,70,590.21",656,HCG.NS
657,AGI Greenpac Limited,"4,70,026.47",657,AGI.NS
658,D.B.Corp Limited,"4,68,917.05",658,DBCORP.NS
659,Fusion Micro Finance Limited,"4,67,993.15",659,FUSION.NS
660,Dhanuka Agritech Limited,"4,67,565.24",660,DHANUKA.NS
661,MAS Financial Services Limited,"4,66,294.56",661,MASFIN.NS
662,Sula Vineyards Limited,"4,65,379.55",662,SULA.NS
663,TD Power Systems Limited,"4,63,356.69",663,TDPOWERSYS.NS
664,Gallantt Ispat Limited,"4,63,259.41",664,GALLANTT.NS
665,Jayaswal Neco Industries Limited,"4,61,709.67",665,JAYNECOIND.NS
666,Gulf Oil Lubricants India Limited,"4,61,150.73",666,GULFOILLUB.NS
667,Samhi Hotels Limited,"4,60,926.68",667,SAMHI.NS
668,Teamlease Services Limited,"4,59,568.47",668,TEAMLEASE.NS
669,Kirloskar Pneumatic Company Limited,"4,58,549.39",669,KIRLPNU.NS
670,Epigral Limited,"4,56,199.96",670,EPIGRAL.NS
671,Technocraft Industries (India) Limited,"4,53,975.51",671,TIIL.NS
672,Gopal Snacks Limited,"4,45,834.44",672,GOPAL.NS
673,Jtekt India Limited,"4,45,372.27",673,JTEKTINDIA.NS
674,HeidelbergCement India Limited,"4,45,181.47",674,HEIDELBERG.NS
675,Sundaram Finance Holdings Limited,"4,43,430.36",675,SUNDARMHLD.NS
676,RattanIndia Power Limited,"4,43,033.73",676,RTNPOWER.NS
677,Sterlite Technologies Limited,"4,42,220.72",677,STLTECH.NS
678,Jaiprakash Associates Limited,"4,40,599.92",678,JPASSOCIAT.NS
679,Patel Engineering Limited,"4,40,188.20",679,PATELENG.NS
680,Ashoka Buildcon Limited,"4,39,612.56",680,ASHOKA.NS
681,Sindhu Trade Links Limited,"4,39,449.70",681,SINDHUTRAD.NS
682,PG Electroplast Limited,"4,32,556.19",682,PGEL.NS
683,National Fertilizers Limited,"4,29,746.68",683,NFL.NS
684,Entero Healthcare Solutions Limited,"4,29,479.20",684,ENTERO.NS
685,Jana Small Finance Bank Limited,"4,28,401.77",685,JSFB.NS
686,Gokaldas Exports Limited,"4,28,138.90",686,GOKEX.NS
687,Banco Products (I) Limited,"4,26,930.58",687,BANCOINDIA.NS
688,V-Mart Retail Limited,"4,25,978.61",688,VMART.NS
689,Shanthi Gears Limited,"4,25,044.18",689,SHANTIGEAR.NS
690,GHCL Limited,"4,24,296.57",690,GHCL.NS
691,Sudarshan Chemical Industries Limited,"4,22,286.23",691,SUDARSCHEM.NS
692,Welspun Enterprises Limited,"4,20,916.40",692,WELENT.NS
693,Fedbank Financial Services Limited,"4,19,032.35",693,FEDFINA.NS
694,NOCIL Limited,"4,16,780.91",694,NOCIL.NS
695,TARC Limited,"4,12,397.13",695,TARC.NS
696,Kewal Kiran Clothing Limited,"4,12,149.24",696,KKCL.NS
697,Orient Electric Limited,"4,12,009.55",697,ORIENTELEC.NS
698,Borosil Limited,"4,09,344.53",698,BOROLTD.NS
699,Kirloskar Industries Limited,"4,08,479.10",699,KIRLOSIND.NS
700,Balmer Lawrie & Company Limited,"4,07,673.17",700,BALMLAWRIE.NS
701,Fineotex Chemical Limited,"4,07,559.78",701,FCL.NS
702,Garware Hi-Tech Films Limited,"4,06,218.41",702,GRWRHITECH.NS
703,Sharda Motor Industries Limited,"4,06,193.53",703,SHARDAMOTR.NS
704,Apeejay Surrendra Park Hotels Limited,"4,06,051.19",704,PARKHOTELS.NS
705,Max Estates Limited,"4,05,944.21",705,MAXESTATES.NS
706,Tilaknagar Industries Limited,"4,05,697.39",706,TI.NS
707,Ami Organics Limited,"4,03,362.71",707,AMIORG.NS
708,Orient Cement Limited,"4,01,133.03",708,ORIENTCEM.NS
709,Shilpa Medicare Limited,"3,99,766.14",709,SHILPAMED.NS
710,Aarti Drugs Limited,"3,99,273.71",710,AARTIDRUGS.NS
711,LG Balakrishnan & Bros Limited,"3,98,966.21",711,LGBBROSLTD.NS
712,Aarti Pharmalabs Limited,"3,94,177.82",712,AARTIPHARM.NS
713,TCI Express Limited,"3,92,607.88",713,TCIEXP.NS
714,West Coast Paper Mills Limited,"3,90,415.10",714,WSTCSTPAPR.NS
715,Advanced Enzyme Technologies Limited,"3,89,650.99",715,ADVENZYMES.NS
716,Privi Speciality Chemicals Limited,"3,87,170.01",716,PRIVISCL.NS
717,Greenpanel Industries Limited,"3,85,969.73",717,GREENPANEL.NS
718,Venus Pipes & Tubes Limited,"3,84,103.88",718,VENUSPIPES.NS
719,Black Box Limited,"3,78,225.60",719,BBOX.NS
720,IIFL Securities Limited,"3,78,014.53",720,IIFLSEC.NS
721,Pilani Investment and Industries Corporation Limited,"3,77,071.01",721,PILANIINVS.NS
722,Rossari Biotech Limited,"3,73,987.57",722,ROSSARI.NS
723,Kalyani Steels Limited,"3,73,779.33",723,KSL.NS
724,DCB Bank Limited,"3,73,380.50",724,DCBBANK.NS
725,Imagicaaworld Entertainment Limited,"3,72,267.78",725,IMAGICAA.NS
726,Bajaj Hindusthan Sugar Limited,"3,71,073.06",726,BAJAJHIND.NS
727,Dishman Carbogen Amcis Limited,"3,69,302.58",727,DCAL.NS
728,Harsha Engineers International Limited,"3,65,177.91",728,HARSHA.NS
729,Bharat Bijlee Limited,"3,62,612.57",729,BBL.NS
730,Yatharth Hospital & Trauma Care Services Limited,"3,60,828.53",730,YATHARTH.NS
731,The Orissa Minerals Development Company Limited,"3,54,789.00",731,ORISSAMINE.NS
732,Thangamayil Jewellery Limited,"3,53,361.55",732,THANGAMAYL.NS
733,Zaggle Prepaid Ocean Services Limited,"3,52,504.61",733,ZAGGLE.NS
734,Bharat Rasayan Limited,"3,52,381.27",734,BHARATRAS.NS
735,Kolte - Patil Developers Limited,"3,52,014.42",735,KOLTEPATIL.NS
736,Kaveri Seed Company Limited,"3,48,588.72",736,KSCL.NS
737,Medi Assist Healthcare Services Limited,"3,48,186.61",737,MEDIASSIST.NS
738,Inox Green Energy Services Limited,"3,48,069.91",738,INOXGREEN.NS
739,Hathway Cable & Datacom Limited,"3,46,940.48",739,HATHWAY.NS
740,Steel Strips Wheels Limited,"3,46,656.88",740,SSWL.NS
741,Unichem Laboratories Limited,"3,46,431.49",741,UNICHEMLAB.NS
742,Cigniti Technologies Limited,"3,45,578.11",742,CIGNITITEC.NS
743,Indian Metals & Ferro Alloys Limited,"3,45,090.46",743,IMFA.NS
744,Ashapura Minechem Limited,"3,43,941.99",744,ASHAPURMIN.NS
745,Hinduja Global Solutions Limited,"3,43,598.83",745,HGS.NS
746,Muthoot Microfin Limited,"3,40,558.12",746,MUTHOOTMF.NS
747,Subros Limited,"3,36,322.91",747,SUBROS.NS
748,Ramky Infrastructure Limited,"3,36,162.87",748,RAMKY.NS
749,Sunflag Iron And Steel Company Limited,"3,35,478.50",749,SUNFLAG.NS
750,CARE Ratings Limited,"3,34,083.96",750,CARERATING.NS
751,Gensol Engineering Limited,"3,33,754.90",751,GENSOL.NS
752,Skipper Limited,"3,32,035.47",752,SKIPPER.NS
753,La Opala RG Limited,"3,30,613.50",753,LAOPALA.NS
754,Lumax Auto Technologies Limited,"3,29,338.03",754,LUMAXTECH.NS
755,DCX Systems Limited,"3,27,698.87",755,DCXINDIA.NS
756,Bombay Dyeing & Mfg Company Limited,"3,26,841.48",756,BOMDYEING.NS
757,Hikal Limited,"3,26,808.64",757,HIKAL.NS
758,Jain Irrigation Systems Limited,"3,26,391.64",758,JISLJALEQS.NS
759,Cupid Limited,"3,25,132.18",759,CUPID.NS
760,Avalon Technologies Limited,"3,24,318.75",760,AVALON.NS
761,Lux Industries Limited,"3,23,075.10",761,LUXIND.NS
762,Nucleus Software Exports Limited,"3,17,237.12",762,NUCLEUS.NS
763,Tasty Bite Eatables Limited,"3,17,232.01",763,TASTYBITE.NS
764,Savita Oil Technologies Limited,"3,17,032.70",764,SOTL.NS
765,Arvind SmartSpaces Limited,"3,16,186.99",765,ARVSMART.NS
766,Sandhar Technologies Limited,"3,16,031.31",766,SANDHAR.NS
767,Salasar Techno Engineering Limited,"3,15,705.28",767,SALASAR.NS
768,Neogen Chemicals Limited,"3,15,577.58",768,NEOGEN.NS
769,Datamatics Global Services Limited,"3,14,373.47",769,DATAMATICS.NS
770,JTL INDUSTRIES LIMITED,"3,13,565.89",770,JTLIND.NS
771,The Anup Engineering Limited,"3,13,554.00",771,ANUP.NS
772,Heritage Foods Limited,"3,13,511.29",772,HERITGFOOD.NS
773,Thyrocare Technologies Limited,"3,12,394.31",773,THYROCARE.NS
774,Vadilal Industries Limited,"3,12,206.99",774,VADILALIND.NS
775,Navneet Education Limited,"3,11,608.66",775,NAVNETEDUL.NS
